tree_id,name,source_prefab_name,source_prefab_index,source_prefab_path,x,y,z,rotation_y,scale_x,scale_y,scale_z,height,radius,bbox_size_x,bbox_size_y,bbox_size_z,renderer_count,collider_count
553,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,27.3691,127.7547,535.4617,358.6063,1.0000,1.0000,1.0000,22.4601,10.3887,20.7774,22.4601,16.0133,1,1
554,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,909.8594,121.5548,187.8988,297.2572,1.0000,1.0000,1.0000,23.5764,12.4113,24.8226,23.5764,24.4937,1,1
555,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,85.4599,119.8161,693.7728,88.6365,1.0000,1.0000,1.0000,23.5764,9.5548,19.1096,23.5764,18.3648,1,1
556,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,956.3743,106.1868,392.7312,0.1027,1.0000,1.0000,1.0000,22.4601,10.2168,20.4337,22.4601,15.5581,1,1
557,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,334.1233,122.2938,57.5454,344.7947,1.0000,1.0000,1.0000,22.4601,11.8813,23.7625,22.4601,20.3302,1,1
558,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,166.5200,150.4151,724.6694,64.4629,1.0000,1.0000,1.0000,23.5764,12.2950,24.5901,23.5764,24.2304,1,1
559,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,860.2943,133.3103,107.4019,57.5630,1.0000,1.0000,1.0000,22.4601,12.7738,24.0451,22.4601,25.5475,1,1
560,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,552.6790,109.0283,778.2209,329.8311,1.0000,1.0000,1.0000,22.4601,12.7211,25.4422,22.4601,23.6741,1,1
561,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,307.1165,104.4896,943.9136,289.8842,1.0000,1.0000,1.0000,22.8586,11.4381,21.1612,22.8586,22.8762,1,1
562,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,819.8574,128.7133,976.9222,269.3312,1.0000,1.0000,1.0000,22.4601,10.2929,15.7587,22.4601,20.5857,1,1
563,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,563.6549,140.5344,722.6362,38.7337,1.0000,1.0000,1.0000,22.4601,12.8149,25.6297,22.4601,24.8758,1,1
564,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,119.7460,120.5770,873.2444,84.9335,1.0000,1.0000,1.0000,23.5764,10.0992,20.1983,23.5764,19.5055,1,1
565,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,932.1352,109.9077,466.3197,45.1245,1.0000,1.0000,1.0000,20.4645,13.9760,27.9520,20.4645,27.9448,1,1
566,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,699.2128,140.4065,899.2538,201.8430,1.0000,1.0000,1.0000,22.4601,12.3580,24.7159,22.4601,21.9995,1,1
567,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,363.4477,125.1670,734.3373,43.8830,1.0000,1.0000,1.0000,22.8586,12.1763,24.3527,22.8586,24.2739,1,1
568,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,69.5399,114.2878,752.8185,187.8225,1.0000,1.0000,1.0000,20.4645,11.6343,21.2682,20.4645,23.2686,1,1
569,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,812.8782,120.2714,969.5884,189.6494,1.0000,1.0000,1.0000,22.8586,10.5016,21.0032,22.8586,18.6655,1,1
570,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,545.2184,114.0832,814.6597,171.9198,1.0000,1.0000,1.0000,22.8586,10.3276,20.6551,22.8586,18.2281,1,1
571,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,253.9108,110.2499,24.2474,132.6879,1.0000,1.0000,1.0000,22.4601,12.7616,25.2445,22.4601,25.5232,1,1
572,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,949.6412,100.8116,253.5434,237.8159,1.0000,1.0000,1.0000,23.5764,12.6822,25.3644,23.5764,25.1250,1,1
573,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,773.4703,142.6456,32.9160,52.6111,1.0000,1.0000,1.0000,23.5764,12.8665,25.7330,23.5764,25.5901,1,1
574,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,307.0140,102.7651,963.7837,355.8753,1.0000,1.0000,1.0000,22.4601,10.7347,21.4695,22.4601,16.9491,1,1
575,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,550.0898,129.1330,623.1862,87.8544,1.0000,1.0000,1.0000,20.4645,10.8072,21.6144,20.4645,19.3628,1,1
576,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,841.6498,117.7881,565.7307,130.9942,1.0000,1.0000,1.0000,20.4645,13.9979,27.9958,20.4645,27.7645,1,1
577,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,683.9651,134.2287,963.4852,65.7423,1.0000,1.0000,1.0000,22.8586,11.7286,22.0262,22.8586,23.4572,1,1
578,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,641.8536,125.9327,428.1151,226.6946,1.0000,1.0000,1.0000,23.5764,12.9471,25.8943,23.5764,25.8624,1,1
579,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,355.0717,124.8762,526.8471,43.5248,1.0000,1.0000,1.0000,23.5764,12.9475,25.8672,23.5764,25.8949,1,1
580,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,668.8021,155.3384,731.5926,265.9039,1.0000,1.0000,1.0000,20.4645,11.1038,22.2075,20.4645,20.0398,1,1
581,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,224.5370,120.8921,885.0337,32.3592,1.0000,1.0000,1.0000,20.4645,13.8166,26.9088,20.4645,27.6332,1,1
582,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,552.6325,94.6141,520.9106,175.9945,1.0000,1.0000,1.0000,22.4601,10.7201,21.4403,22.4601,16.9090,1,1
583,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,691.9377,140.0060,703.6237,307.5179,1.0000,1.0000,1.0000,23.5764,12.8697,25.7395,23.5764,25.5989,1,1
584,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,521.2827,110.7929,520.9822,228.9653,1.0000,1.0000,1.0000,22.4601,12.7913,25.1049,22.4601,25.5826,1,1
585,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,688.4523,149.7569,821.4337,158.3250,1.0000,1.0000,1.0000,20.4645,13.1599,25.0089,20.4645,26.3197,1,1
586,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,376.9172,128.4054,951.0034,115.9718,1.0000,1.0000,1.0000,22.4601,12.5712,22.8903,22.4601,25.1424,1,1
587,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,525.1403,102.8311,750.4514,344.6319,1.0000,1.0000,1.0000,20.4645,12.5559,23.4749,20.4645,25.1117,1,1
588,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,624.5510,117.4419,220.6766,120.1499,1.0000,1.0000,1.0000,22.4601,12.7206,23.6709,22.4601,25.4412,1,1
589,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,324.0326,150.3158,869.5688,237.3663,1.0000,1.0000,1.0000,22.8586,12.0932,23.3211,22.8586,24.1864,1,1
590,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,85.6125,123.2574,705.2840,228.0246,1.0000,1.0000,1.0000,23.5764,12.9410,25.8820,23.5764,25.8251,1,1
591,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,696.3781,120.4758,326.7452,52.9253,1.0000,1.0000,1.0000,20.4645,13.9549,27.9097,20.4645,27.4533,1,1
592,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,853.6579,139.8079,96.3519,223.3258,1.0000,1.0000,1.0000,23.5764,12.9472,25.8628,23.5764,25.8943,1,1
593,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,77.4789,133.6518,303.3876,341.7600,1.0000,1.0000,1.0000,22.4601,12.1194,24.2388,22.4601,21.1286,1,1
594,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,651.6491,154.4398,745.1373,81.0823,1.0000,1.0000,1.0000,22.4601,11.2827,18.4971,22.4601,22.5653,1,1
595,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,94.7447,107.2458,830.0507,240.9889,1.0000,1.0000,1.0000,23.5764,12.5184,25.0367,23.5764,24.7394,1,1
596,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,455.7881,106.3223,220.0552,176.0769,1.0000,1.0000,1.0000,22.8586,9.8295,19.6589,22.8586,17.0041,1,1
597,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,739.1384,152.5937,539.5842,278.2552,1.0000,1.0000,1.0000,22.4601,11.2115,18.2906,22.4601,22.4231,1,1
598,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,22.0534,128.6389,124.2397,62.2915,1.0000,1.0000,1.0000,20.4645,13.5886,27.1773,20.4645,26.1933,1,1
599,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,174.7304,94.3470,834.3480,216.0220,1.0000,1.0000,1.0000,22.8586,12.1676,24.3353,22.8586,23.7047,1,1
600,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,801.8342,124.7360,400.2401,17.5331,1.0000,1.0000,1.0000,22.8586,11.2543,22.5085,22.8586,20.6450,1,1
601,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,864.4699,103.7245,349.2444,110.0725,1.0000,1.0000,1.0000,22.8586,11.4520,21.2011,22.8586,22.9040,1,1
602,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,506.4797,102.4913,942.5322,243.9965,1.0000,1.0000,1.0000,20.4645,13.4826,26.9651,20.4645,25.8875,1,1
603,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,593.6987,101.4456,531.9839,83.1991,1.0000,1.0000,1.0000,22.8586,10.1800,17.8614,22.8586,20.3599,1,1
604,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,59.3098,138.9380,470.5472,133.3864,1.0000,1.0000,1.0000,22.8586,12.1826,24.2514,22.8586,24.3652,1,1
605,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,63.4329,128.4424,57.5808,249.4248,1.0000,1.0000,1.0000,22.4601,12.2795,21.7028,22.4601,24.5591,1,1
606,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,71.2881,128.9381,82.3828,187.7648,1.0000,1.0000,1.0000,20.4645,11.6265,21.2498,20.4645,23.2530,1,1
607,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,638.4655,127.3565,965.0102,167.9384,1.0000,1.0000,1.0000,22.8586,10.7537,21.5074,22.8586,19.3105,1,1
608,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,335.4900,112.7875,302.9771,275.3511,1.0000,1.0000,1.0000,20.4645,11.2878,22.5756,20.4645,20.4632,1,1
609,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,86.5657,100.9291,639.9251,220.8221,1.0000,1.0000,1.0000,22.8586,12.2002,24.4005,22.8586,24.1061,1,1
610,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,901.7055,78.8299,712.9784,46.1700,1.0000,1.0000,1.0000,22.8586,12.1771,24.2716,22.8586,24.3541,1,1
611,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,192.8678,98.7672,472.7374,253.3308,1.0000,1.0000,1.0000,20.4645,12.6932,25.3864,20.4645,23.8153,1,1
612,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,700.5084,130.4444,251.5279,241.4496,1.0000,1.0000,1.0000,22.4601,12.6714,23.3867,22.4601,25.3427,1,1
613,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,607.2282,117.1028,79.8402,285.6451,1.0000,1.0000,1.0000,22.8586,11.0929,20.2052,22.8586,22.1858,1,1
614,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,314.2974,121.0945,337.9970,358.2688,1.0000,1.0000,1.0000,22.8586,9.5458,19.0917,22.8586,16.3223,1,1
615,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,67.2380,119.1129,528.3367,298.2984,1.0000,1.0000,1.0000,20.4645,13.6226,27.2451,20.4645,26.2937,1,1
616,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,42.1881,107.1259,647.1706,290.1156,1.0000,1.0000,1.0000,22.8586,11.4551,21.2101,22.8586,22.9103,1,1
617,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,171.8710,126.6107,405.1610,295.4000,1.0000,1.0000,1.0000,22.4601,12.5456,22.7740,22.4601,25.0911,1,1
618,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,832.1065,159.0637,89.3936,20.2326,1.0000,1.0000,1.0000,23.5764,11.8671,23.2821,23.5764,23.7343,1,1
619,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,43.4110,118.4302,547.5852,133.7756,1.0000,1.0000,1.0000,22.8586,12.1778,24.2692,22.8586,24.3555,1,1
620,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,905.5891,119.8518,171.0306,334.4712,1.0000,1.0000,1.0000,23.5764,12.2944,24.2291,23.5764,24.5889,1,1
621,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,541.5724,117.3525,570.2305,9.2896,1.0000,1.0000,1.0000,22.8586,10.4624,20.9248,22.8586,18.5665,1,1
622,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,806.8974,138.6738,31.2501,117.7417,1.0000,1.0000,1.0000,22.8586,11.9112,22.6237,22.8586,23.8224,1,1
623,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,70.0714,157.5322,906.8041,189.2126,1.0000,1.0000,1.0000,20.4645,11.8198,21.7036,20.4645,23.6395,1,1
624,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,602.0952,124.0013,252.8568,359.3347,1.0000,1.0000,1.0000,22.4601,10.2924,20.5848,22.4601,15.7574,1,1
625,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,140.1174,97.8969,272.1570,76.5584,1.0000,1.0000,1.0000,22.4601,11.7275,19.8398,22.4601,23.4550,1,1
626,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,689.3011,146.3061,573.5121,257.4638,1.0000,1.0000,1.0000,22.4601,11.6442,19.5807,22.4601,23.2885,1,1
627,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,764.8060,141.1124,133.1891,47.5095,1.0000,1.0000,1.0000,23.5764,12.9442,25.8884,23.5764,25.8412,1,1
628,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,579.0494,116.4452,365.7027,108.9359,1.0000,1.0000,1.0000,22.4601,12.1692,21.3035,22.4601,24.3385,1,1
629,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,464.6491,151.2492,546.5198,130.2904,1.0000,1.0000,1.0000,20.4645,13.9950,27.9900,20.4645,27.7182,1,1
630,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,761.5889,154.0125,522.9246,267.0413,1.0000,1.0000,1.0000,22.4601,10.5899,16.5541,22.4601,21.1799,1,1
631,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,74.9484,126.4241,418.0555,165.1090,1.0000,1.0000,1.0000,23.5764,11.3336,22.1257,23.5764,22.6671,1,1
632,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,932.3618,93.0936,610.2888,349.3382,1.0000,1.0000,1.0000,22.4601,11.4627,22.9253,22.4601,19.0289,1,1
633,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,223.9699,132.5816,206.2349,71.4208,1.0000,1.0000,1.0000,22.4601,12.1439,21.2143,22.4601,24.2878,1,1
634,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,59.8898,105.0686,647.6133,253.0876,1.0000,1.0000,1.0000,20.4645,12.7181,25.4362,20.4645,23.8776,1,1
635,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,536.1212,127.2244,459.4685,159.1158,1.0000,1.0000,1.0000,22.4601,12.2992,24.5984,22.4601,21.7761,1,1
636,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,49.1628,140.8810,441.6284,320.9651,1.0000,1.0000,1.0000,22.8586,12.1981,24.3962,22.8586,23.9763,1,1
637,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,922.0204,101.2023,370.8709,186.8443,1.0000,1.0000,1.0000,22.4601,11.0551,22.1102,22.4601,17.8427,1,1
638,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,923.5056,89.5295,600.6315,124.4785,1.0000,1.0000,1.0000,22.8586,12.1390,23.5402,22.8586,24.2780,1,1
639,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,695.7329,134.9054,904.9468,101.1107,1.0000,1.0000,1.0000,20.4645,12.0617,24.1234,20.4645,22.2775,1,1
640,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,119.0254,159.1696,366.0134,294.9660,1.0000,1.0000,1.0000,20.4645,13.4122,26.8243,20.4645,25.6902,1,1
641,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,190.9186,151.6875,709.9871,40.2514,1.0000,1.0000,1.0000,22.4601,12.8016,25.6033,22.4601,25.0314,1,1
642,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,758.5469,141.1811,33.6444,107.6463,1.0000,1.0000,1.0000,22.4601,12.0755,20.9771,22.4601,24.1509,1,1
643,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,481.0315,147.2567,488.5184,216.6176,1.0000,1.0000,1.0000,23.5764,12.8459,25.5344,23.5764,25.6917,1,1
644,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,300.4263,109.6935,606.7433,183.8659,1.0000,1.0000,1.0000,20.4645,11.0694,19.9611,20.4645,22.1388,1,1
645,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,259.8479,160.5831,738.6462,97.6521,1.0000,1.0000,1.0000,23.5764,10.4544,20.9088,23.5764,20.2540,1,1
646,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,311.4140,109.1762,605.9024,162.6382,1.0000,1.0000,1.0000,23.5764,11.5929,22.6851,23.5764,23.1858,1,1
647,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,482.3611,118.3683,859.9039,39.3962,1.0000,1.0000,1.0000,22.8586,12.1995,24.3990,22.8586,24.0044,1,1
648,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,327.9629,116.5812,569.5322,294.4005,1.0000,1.0000,1.0000,22.8586,11.7369,22.0523,22.8586,23.4739,1,1
649,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,891.6996,92.1766,653.6140,155.3820,1.0000,1.0000,1.0000,23.5764,12.2283,24.0808,23.5764,24.4567,1,1
650,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,157.3449,77.5990,514.9697,101.8639,1.0000,1.0000,1.0000,23.5764,10.9872,21.9743,23.5764,21.3843,1,1
651,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,392.8426,129.3466,119.8488,72.9872,1.0000,1.0000,1.0000,22.8586,11.2110,20.5260,22.8586,22.4220,1,1
652,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,284.4997,101.4354,454.9998,20.3436,1.0000,1.0000,1.0000,23.5764,11.8772,23.3040,23.5764,23.7543,1,1
653,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,355.9724,129.7015,605.2170,343.8273,1.0000,1.0000,1.0000,22.8586,11.1392,22.2785,22.8586,20.3303,1,1
654,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,835.5004,103.9117,317.1632,234.3705,1.0000,1.0000,1.0000,23.5764,12.8160,25.6320,23.5764,25.4563,1,1
655,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,782.1576,129.2221,590.6937,70.1486,1.0000,1.0000,1.0000,20.4645,13.0013,26.0026,20.4645,24.5957,1,1
656,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,744.8091,151.0791,527.2991,19.3574,1.0000,1.0000,1.0000,23.5764,11.7867,23.1063,23.5764,23.5733,1,1
657,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,102.5262,141.7814,140.7405,92.4451,1.0000,1.0000,1.0000,20.4645,10.8535,21.7071,20.4645,19.4682,1,1
658,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,675.6718,132.4142,905.8122,289.3621,1.0000,1.0000,1.0000,23.5764,11.7871,23.5742,23.5764,23.1072,1,1
659,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,26.7576,131.2148,530.7230,81.6137,1.0000,1.0000,1.0000,22.8586,10.3621,18.3145,22.8586,20.7243,1,1
660,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,223.9145,144.0257,791.5225,198.7536,1.0000,1.0000,1.0000,22.4601,12.1564,24.3127,22.4601,21.2580,1,1
661,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,816.8710,149.0453,102.4434,325.2775,1.0000,1.0000,1.0000,23.5764,12.7853,25.3780,23.5764,25.5705,1,1
662,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,360.0930,145.8227,190.8086,174.0659,1.0000,1.0000,1.0000,22.8586,10.0771,20.1541,22.8586,17.6078,1,1
663,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,667.2332,132.7937,620.8852,301.5749,1.0000,1.0000,1.0000,22.8586,12.0612,23.1844,22.8586,24.1225,1,1
664,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,522.7822,102.9829,57.9859,69.3882,1.0000,1.0000,1.0000,20.4645,13.0690,26.1380,20.4645,24.7711,1,1
665,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,899.7321,86.1538,612.4360,341.7168,1.0000,1.0000,1.0000,20.4645,12.8544,24.2205,20.4645,25.7088,1,1
666,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,932.2758,89.1805,638.0954,55.1064,1.0000,1.0000,1.0000,22.4601,12.8082,24.4043,22.4601,25.6164,1,1
667,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,157.8760,94.5410,842.4156,294.4732,1.0000,1.0000,1.0000,23.5764,12.2175,24.4351,23.5764,24.0566,1,1
668,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,673.5472,156.5414,147.7288,319.2498,1.0000,1.0000,1.0000,22.4601,12.7953,25.5906,22.4601,25.0788,1,1
669,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,905.8525,121.5753,67.4611,131.2605,1.0000,1.0000,1.0000,20.4645,13.9984,27.9969,20.4645,27.7810,1,1
670,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,630.8146,120.8993,193.3975,38.5694,1.0000,1.0000,1.0000,22.8586,12.1956,24.3912,22.8586,23.9387,1,1
671,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,51.4630,106.9820,626.0200,278.5887,1.0000,1.0000,1.0000,22.8586,10.3848,18.3714,22.8586,20.7696,1,1
672,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,955.5706,120.7434,425.6525,267.4369,1.0000,1.0000,1.0000,22.8586,9.6552,16.5840,22.8586,19.3103,1,1
673,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,139.3828,107.0880,457.4319,218.4359,1.0000,1.0000,1.0000,22.8586,12.1947,24.3895,22.8586,23.9276,1,1
674,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,651.9886,135.0985,568.8546,217.1591,1.0000,1.0000,1.0000,20.4645,13.9565,27.4613,20.4645,27.9130,1,1
675,Tree9_4(Clone),Tree9_4,2,Assets/Tree9/Tree9_4.prefab,709.8829,145.2863,388.3531,93.4466,1.0000,1.0000,1.0000,22.4601,10.6511,16.7202,22.4601,21.3021,1,1
676,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,936.8245,118.4799,65.6955,94.0778,1.0000,1.0000,1.0000,20.4645,11.1010,22.2021,20.4645,20.0336,1,1
677,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,439.8024,123.5138,392.7316,192.6740,1.0000,1.0000,1.0000,20.4645,12.2510,22.7318,20.4645,24.5021,1,1
678,Tree9_3(Clone),Tree9_3,1,Assets/Tree9/Tree9_3.prefab,915.5356,84.2588,728.2545,355.3448,1.0000,1.0000,1.0000,20.4645,11.1864,20.2297,20.4645,22.3728,1,1
679,Tree9_2(Clone),Tree9_2,0,Assets/Tree9/Tree9_2.prefab,804.3574,154.8253,83.0508,76.3938,1.0000,1.0000,1.0000,22.8586,10.9052,19.7056,22.8586,21.8103,1,1
680,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,158.6699,106.5749,895.7839,161.4449,1.0000,1.0000,1.0000,23.5764,11.7105,22.9403,23.5764,23.4209,1,1
681,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,41.2808,120.1629,736.3970,122.2800,1.0000,1.0000,1.0000,23.5764,12.6865,25.3731,23.5764,25.1354,1,1
682,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,849.0397,101.8968,349.9752,140.6025,1.0000,1.0000,1.0000,23.5764,12.9093,25.7133,23.5764,25.8186,1,1
683,Tree9_5(Clone),Tree9_5,3,Assets/Tree9/Tree9_5.prefab,701.6006,149.2040,559.1230,289.6761,1.0000,1.0000,1.0000,23.5764,11.8163,23.6326,23.5764,23.1709,1,1
