sender_id,receiver_id,distance_m,delivery_cnt,pdr,100pct,any_del
2,74,857.671,160,0.53333,False,True
2,75,787.067,200,0.66667,False,True
2,76,667.892,257,0.85667,False,True
2,77,555.027,284,0.94667,False,True
2,78,229.98,300,1.0,True,True
2,79,707.438,229,0.76333,False,True
2,80,35.892,300,1.0,True,True
2,81,358.65,299,0.99667,False,True
2,82,630.61,263,0.87667,False,True
2,83,681.885,250,0.83333,False,True
2,84,248.485,300,1.0,True,True
2,85,503.375,290,0.96667,False,True
2,86,717.344,242,0.80667,False,True
2,87,314.18,300,1.0,True,True
2,88,283.305,300,1.0,True,True
2,89,361.134,300,1.0,True,True
2,90,622.487,269,0.89667,False,True
2,91,862.021,146,0.48667,False,True
2,92,527.634,288,0.96,False,True
2,93,67.485,300,1.0,True,True
2,94,229.043,300,1.0,True,True
2,95,628.415,262,0.87333,False,True
2,96,403.04,298,0.99333,False,True
2,97,378.794,298,0.99333,False,True
2,98,513.261,284,0.94667,False,True
2,99,289.356,300,1.0,True,True
3,0,456.749,295,0.98333,False,True
3,1,392.983,298,0.99333,False,True
3,2,395.022,298,0.99333,False,True
3,4,212.666,300,1.0,True,True
3,5,325.329,299,0.99667,False,True
3,6,514.362,283,0.94333,False,True
3,7,38.971,300,1.0,True,True
3,8,481.556,287,0.95667,False,True
3,9,260.652,300,1.0,True,True
3,10,268.125,300,1.0,True,True
3,11,260.937,300,1.0,True,True
3,12,124.629,300,1.0,True,True
3,13,606.377,267,0.89,False,True
3,14,684.589,243,0.81,False,True
3,15,602.31,275,0.91667,False,True
3,16,732.313,236,0.78667,False,True
3,17,712.694,231,0.77,False,True
3,18,254.064,300,1.0,True,True
3,19,205.397,300,1.0,True,True
3,20,745.925,228,0.76,False,True
3,21,304.343,300,1.0,True,True
3,22,559.464,275,0.91667,False,True
3,23,456.157,296,0.98667,False,True
3,24,325.822,300,1.0,True,True
3,25,381.215,298,0.99333,False,True
3,26,211.644,300,1.0,True,True
3,27,257.212,300,1.0,True,True
3,28,101.752,300,1.0,True,True
3,29,280.229,300,1.0,True,True
3,30,238.804,300,1.0,True,True
3,31,350.219,300,1.0,True,True
3,32,712.053,245,0.81667,False,True
3,33,713.909,236,0.78667,False,True
3,34,684.157,253,0.84333,False,True
3,35,506.941,287,0.95667,False,True
3,36,486.338,287,0.95667,False,True
3,37,381.901,300,1.0,True,True
3,38,608.459,263,0.87667,False,True
3,39,579.717,280,0.93333,False,True
3,40,534.11,285,0.95,False,True
3,41,586.417,281,0.93667,False,True
3,42,329.899,300,1.0,True,True
3,43,456.326,296,0.98667,False,True
3,44,215.024,300,1.0,True,True
3,45,724.502,216,0.72,False,True
3,46,242.799,300,1.0,True,True
3,47,701.7,236,0.78667,False,True
3,48,89.897,300,1.0,True,True
3,49,320.913,300,1.0,True,True
3,50,399.694,300,1.0,True,True
3,51,924.075,141,0.47,False,True
3,52,645.506,251,0.83667,False,True
3,53,140.92,300,1.0,True,True
3,54,677.788,236,0.78667,False,True
3,55,261.242,300,1.0,True,True
3,56,510.362,291,0.97,False,True
3,57,116.402,300,1.0,True,True
3,58,600.856,263,0.87667,False,True
3,59,406.177,296,0.98667,False,True
3,60,616.223,267,0.89,False,True
3,61,534.227,278,0.92667,False,True
3,62,405.304,299,0.99667,False,True
3,63,771.112,217,0.72333,False,True
3,64,754.457,231,0.77,False,True
3,65,61.054,300,1.0,True,True
3,66,215.698,300,1.0,True,True
3,67,784.24,204,0.68,False,True
3,68,759.683,197,0.65667,False,True
3,69,716.875,236,0.78667,False,True
3,70,569.012,285,0.95,False,True
3,71,452.788,295,0.98333,False,True
3,72,304.302,300,1.0,True,True
3,73,76.634,300,1.0,True,True
3,74,603.382,265,0.88333,False,True
3,75,817.9,185,0.61667,False,True
3,76,687.786,241,0.80333,False,True
3,77,189.543,300,1.0,True,True
3,78,252.109,300,1.0,True,True
3,79,379.159,299,0.99667,False,True
3,80,387.83,298,0.99333,False,True
3,81,130.172,300,1.0,True,True
3,82,603.672,275,0.91667,False,True
3,83,379.084,300,1.0,True,True
3,84,566.994,285,0.95,False,True
3,85,717.11,242,0.80667,False,True
3,86,784.037,212,0.70667,False,True
