Time(ms),Voltage(V),Current(mA),Power(mW),Mode
11777,5.08,81.80,415.87,0
11789,5.08,83.40,423.67,0
11802,5.07,94.50,478.93,1
11814,5.07,94.00,476.39,1
11826,5.07,94.10,476.90,1
11838,5.06,95.20,482.09,1
11851,5.07,95.50,483.99,1
11863,5.07,94.40,478.80,1
11875,5.07,94.30,478.29,1
11888,5.07,95.00,481.46,1
11900,5.06,95.20,482.09,1
11912,5.07,94.80,480.45,1
11925,5.07,94.30,477.91,1
11937,5.07,94.80,480.45,1
11949,5.07,94.50,478.93,1
11962,5.07,94.50,478.93,1
11974,5.07,94.70,479.94,1
11986,5.07,95.00,481.46,1
11998,5.07,94.70,479.94,1
12011,5.07,93.80,475.75,1
12023,5.06,95.70,484.62,1
12035,5.07,95.80,485.51,1
12048,5.07,93.90,475.89,1
12060,5.07,94.10,476.90,1
12072,5.07,95.00,481.46,1
12084,5.07,94.80,480.45,1
12097,5.07,95.80,485.51,1
12109,5.07,94.30,477.91,1
12121,5.07,94.70,479.94,1
12134,5.07,94.80,480.83,1
12146,5.07,96.20,487.54,1
12158,5.06,94.50,478.55,1
12171,5.07,96.90,491.09,1
12183,5.07,94.90,480.95,1
12195,5.07,94.30,477.91,1
12207,5.07,95.50,483.99,1
12220,5.07,94.60,479.43,1
12232,5.07,94.30,478.29,1
12244,5.07,94.10,476.90,1
12257,5.07,94.80,480.45,1
12269,5.07,94.70,479.94,1
12281,5.07,95.20,482.47,1
12294,5.07,94.30,477.91,1
12306,5.07,94.60,479.43,1
12318,5.06,95.50,483.61,1
12331,5.07,94.50,478.93,1
12343,5.07,94.50,478.93,1
12355,5.07,95.10,481.97,1
12367,5.07,94.40,478.42,1
12380,5.07,94.10,476.90,1
12392,5.07,91.10,462.06,1
12404,5.07,95.90,486.02,1
12417,5.07,94.70,479.94,1
12429,5.07,94.30,477.91,1
12441,5.07,94.60,479.81,1
12454,5.07,94.90,480.95,1
12466,5.07,95.20,482.47,1
12478,5.07,94.70,479.94,1
12490,5.07,95.10,481.97,1
12503,5.07,94.50,478.93,1
12515,5.07,94.50,478.93,1
12527,5.07,94.30,478.29,1
12540,5.07,95.10,481.97,1
12552,5.07,95.00,481.46,1
12564,5.07,95.40,483.87,1
12577,5.07,94.50,478.93,1
12589,5.07,95.80,485.51,1
12601,5.07,94.70,480.32,1
12613,5.07,94.70,480.32,1
12626,5.07,94.60,479.81,1
12638,5.07,95.90,486.02,1
12650,5.07,95.40,483.49,1
12663,5.07,94.40,478.42,1
12675,5.07,94.60,479.81,1
12687,5.07,95.10,482.35,1
12700,5.07,96.60,489.57,1
12712,5.07,95.00,481.46,1
12724,5.07,94.70,480.32,1
12736,5.07,96.00,486.53,1
12749,5.07,94.40,478.80,1
12761,5.07,94.40,478.80,1
12773,5.07,95.50,484.38,1
12786,5.07,94.60,479.81,1
12798,5.07,95.10,482.35,1
12810,5.07,94.40,478.80,1
12823,5.07,94.70,479.94,1
12835,5.07,95.00,481.84,1
12847,5.07,95.80,485.90,1
12859,5.08,95.20,483.24,1
12872,5.07,95.20,482.85,1
12884,5.07,94.70,480.32,1
12896,5.08,95.00,482.22,1
12909,5.08,94.20,478.16,1
12921,5.07,95.80,485.51,1
12933,5.07,95.20,482.85,1
12946,5.07,94.60,479.81,1
12958,5.07,95.70,485.39,1
12970,5.07,95.00,481.84,1
12982,5.07,94.60,479.81,1
12995,5.07,94.30,478.29,1
13007,5.07,95.00,481.84,1
13020,5.08,95.70,485.77,1
13033,5.07,94.60,479.81,1
13045,5.07,94.10,477.28,1
13057,5.07,95.20,482.85,1
13070,5.07,94.90,481.33,1
13082,4.73,421.00,1990.49,6
13094,5.08,91.80,465.98,6
13107,5.07,95.90,486.02,2
13119,5.07,95.70,485.39,2
13131,5.08,95.00,482.22,2
13144,5.07,94.60,479.81,2
13156,5.07,95.90,486.40,2
13168,5.07,95.00,481.84,2
13180,5.07,94.70,480.32,2
13193,5.07,98.10,497.17,2
13205,5.07,95.80,485.90,2
13217,5.07,95.00,481.46,2
13230,5.07,95.40,483.87,2
13242,5.07,95.20,482.85,2
13254,5.07,95.50,484.38,2
13267,5.07,94.90,481.33,2
13279,5.07,94.70,480.32,2
13291,5.07,94.90,481.33,2
13303,5.08,95.40,484.25,2
13316,5.07,95.00,481.84,2
13328,5.07,95.20,482.85,2
13340,5.08,95.00,482.22,2
13353,5.07,96.50,489.06,2
13365,5.07,94.50,479.30,2
13377,5.07,95.00,481.84,2
13390,5.07,95.20,482.85,2
13402,5.07,95.40,483.87,2
13414,5.07,94.60,479.81,2
13426,5.07,95.00,481.84,2
13439,5.07,95.40,483.87,2
13451,5.07,94.80,480.83,2
13463,5.07,94.50,479.30,2
13476,5.07,95.00,481.84,2
13488,5.07,96.00,486.91,2
13500,5.08,95.20,483.24,2
13513,5.07,95.60,484.88,2
13525,5.07,95.20,482.85,2
13537,5.07,96.40,488.94,2
13549,5.08,95.10,482.73,2
13562,5.08,94.60,480.19,2
13574,5.07,95.30,483.36,2
13586,5.07,95.40,483.87,2
13599,5.08,94.40,479.17,2
13611,5.07,94.90,480.95,2
13623,5.07,95.80,485.90,2
